,events,woba_value,launch_speed,launch_angle
1711,field_out,0.0,104.8,24.0
1719,single,0.9,35.7,29.0
1726,field_out,0.0,82.0,-1.0
1744,home_run,2.0,109.2,22.0
1750,field_out,0.0,94.0,26.0
1785,field_out,0.0,88.8,80.0
1790,single,0.9,105.8,6.0
1795,single,0.9,74.9,14.0
1799,field_out,0.0,57.7,-45.0
1807,field_out,0.0,106.3,28.0
1814,field_out,0.0,94.5,44.0
1829,field_out,0.0,52.9,7.0
1851,single,0.9,93.6,-17.0
1854,single,0.9,85.8,22.0
1855,field_out,0.0,87.5,62.0
1857,field_out,0.0,97.9,2.0
1865,field_out,0.0,100.8,-30.0
1871,field_out,0.0,99.2,22.0
1876,field_out,0.0,65.0,56.0
1881,single,0.9,72.7,25.0
1884,field_out,0.0,103.9,54.0
1888,single,0.9,105.3,8.0
1890,field_out,0.0,38.2,-60.0
1903,field_out,0.0,87.0,65.0
1905,field_out,0.0,104.8,3.0
1914,single,0.9,92.0,-11.0
1917,field_out,0.0,64.9,-26.0
1921,single,0.9,101.4,-14.0
1924,field_out,0.0,97.1,59.0
1925,home_run,2.0,91.8,36.0
1933,single,0.9,90.0,17.0
1946,field_out,0.0,89.2,1.0
1948,field_out,0.0,81.5,38.0
1954,field_out,0.0,54.4,80.0
1964,single,0.9,110.4,5.0
1977,field_out,0.0,76.4,45.0
1983,double,1.25,92.1,13.0
1988,field_out,0.0,98.2,34.0
1995,field_out,0.0,98.6,-10.0
2013,field_out,0.0,102.1,-2.0
2015,field_out,0.0,100.9,-39.0
2018,field_out,0.0,111.7,18.0
2021,field_out,0.0,107.8,-9.0
2024,field_out,0.0,72.5,-10.0
2034,field_out,0.0,64.1,21.0
2039,field_out,0.0,70.8,-23.0
2041,field_out,0.0,74.6,-27.0
2057,single,0.9,103.0,13.0
2059,home_run,2.0,102.4,31.0
2080,field_out,0.0,93.1,31.0
2081,field_out,0.0,59.9,30.0
2089,home_run,2.0,106.6,38.0
2095,field_out,0.0,85.8,3.0
2097,field_out,0.0,89.8,56.0
2110,field_out,0.0,40.0,19.0
2111,home_run,2.0,103.4,27.0
2117,field_out,0.0,73.0,-8.0
2119,home_run,2.0,108.4,17.0
2131,field_out,0.0,94.7,-26.0
2142,double,1.25,95.1,-3.0
2143,field_out,0.0,60.9,-22.0
2150,field_out,0.0,98.3,66.0
2159,field_out,0.0,60.2,-19.0
2167,field_out,0.0,93.4,51.0
2170,field_out,0.0,101.6,17.0
2188,field_out,0.0,81.6,26.0
2193,field_out,0.0,82.9,31.0
2196,field_out,0.0,99.4,50.0
2207,double,1.25,112.8,16.0
2215,field_out,0.0,102.1,-24.0
2227,double,1.25,101.1,24.0
2231,single,0.9,100.5,8.0
2234,field_out,0.0,90.4,38.0
2239,field_out,0.0,93.0,52.0
2240,field_out,0.0,79.7,63.0
2245,field_out,0.0,86.5,26.0
2252,single,0.9,88.2,1.0
2254,home_run,2.0,103.1,29.0
2263,field_out,0.0,96.0,-3.0
2266,field_out,0.0,97.6,19.0
2272,double,1.25,106.3,17.0
2278,field_out,0.0,97.6,38.0
2291,field_out,0.0,74.4,12.0
2296,field_out,0.0,76.5,-46.0
2314,field_out,0.0,50.9,-50.0
2315,single,0.9,87.2,-64.0
2332,field_out,0.0,98.7,-24.0
2342,single,0.9,81.6,14.0
2346,home_run,2.0,108.1,30.0
2353,field_out,0.0,70.3,65.0
2356,single,0.9,50.3,-65.0
2359,field_out,0.0,94.3,23.0
2362,single,0.9,97.7,-5.0
2367,home_run,2.0,108.1,23.0
2376,field_out,0.0,85.2,-31.0
2400,field_out,0.0,93.7,33.0
2408,field_out,0.0,49.9,-21.0
2423,double,1.25,108.4,19.0
2439,single,0.9,104.9,3.0
2442,single,0.9,80.8,22.0
2458,double,1.25,105.7,19.0
2461,single,0.9,89.3,6.0
2462,single,0.9,91.6,10.0
2466,field_out,0.0,101.4,34.0
2469,single,0.9,108.7,9.0
2500,field_out,0.0,81.7,26.0
2513,field_out,0.0,50.1,-70.0
2526,field_out,0.0,100.2,-21.0
2530,field_out,0.0,93.1,52.0
2536,field_out,0.0,88.5,28.0
2540,field_out,0.0,86.9,67.0
2546,field_out,0.0,80.2,13.0
2548,field_out,0.0,91.5,-34.0
2550,field_out,0.0,79.9,10.0
2555,field_out,0.0,95.7,-12.0
2558,home_run,2.0,110.6,39.0
2559,home_run,2.0,108.4,21.0
2561,field_out,0.0,89.4,49.0
2568,field_out,0.0,82.8,-12.0
2576,single,0.9,71.9,28.0
2579,double,1.25,95.7,28.0
2586,single,0.9,84.9,15.0
2588,single,0.9,60.9,44.0
2591,single,0.9,71.9,19.0
2604,double,1.25,110.1,5.0
2609,field_out,0.0,113.6,1.0
2618,field_out,0.0,90.6,19.0
2620,field_out,0.0,93.9,55.0
2623,field_out,0.0,101.1,57.0
2625,single,0.9,101.0,4.0
2632,single,0.9,77.2,-44.0
2637,field_out,0.0,76.9,-45.0
2645,field_out,0.0,100.5,4.0
2661,field_out,0.0,101.1,-24.0
2674,field_out,0.0,108.5,10.0
2679,single,0.9,101.3,11.0
2680,field_out,0.0,87.0,1.0
2683,field_out,0.0,83.4,-45.0
2685,single,0.9,39.3,-45.0
2703,single,0.9,62.9,28.0
2708,field_out,0.0,95.5,65.0
2716,field_out,0.0,103.9,6.0
2717,field_out,0.0,79.7,-49.0
2718,single,0.9,73.6,9.0
2719,single,0.9,69.6,-5.0
2721,field_out,0.0,86.9,46.0
2725,single,0.9,96.7,15.0
2742,field_out,0.0,81.8,25.0
2748,field_out,0.0,86.3,73.0
2751,field_out,0.0,89.8,31.0
2766,field_out,0.0,79.5,56.0
2767,field_out,0.0,85.0,-13.0
2770,field_out,0.0,94.3,52.0
2771,field_out,0.0,98.1,-4.0
2773,field_out,0.0,72.9,27.0
2781,field_out,0.0,90.1,55.0
2783,field_out,0.0,86.4,38.0
2794,single,0.9,75.0,56.0
2799,field_out,0.0,82.5,85.0
2801,single,0.9,95.8,21.0
2809,home_run,2.0,113.2,41.0
2811,field_out,0.0,85.3,39.0
2817,field_out,0.0,88.5,8.0
2828,field_out,0.0,78.4,52.0
2829,field_out,0.0,89.4,-2.0
2845,single,0.9,80.5,-28.0
2850,home_run,2.0,107.5,20.0
2871,field_out,0.0,66.4,13.0
2874,field_out,0.0,65.4,59.0
2876,field_out,0.0,33.1,79.0
2877,single,0.9,91.3,14.0
2883,field_out,0.0,82.7,51.0
2892,field_out,0.0,101.2,-12.0
2896,field_out,0.0,80.9,29.0
2900,field_out,0.0,77.2,7.0
2901,field_out,0.0,51.1,81.0
2907,field_out,0.0,88.6,74.0
2923,field_out,0.0,85.6,42.0
2930,field_out,0.0,115.3,9.0
2932,field_out,0.0,96.0,56.0
2938,field_out,0.0,98.1,32.0
2942,field_out,0.0,109.3,-16.0
2943,field_out,0.0,59.1,18.0
2958,field_out,0.0,102.4,26.0
2959,field_out,0.0,101.0,24.0
2962,field_out,0.0,101.6,-5.0
2965,field_out,0.0,87.7,58.0
2967,home_run,2.0,119.7,25.0
2973,field_out,0.0,73.4,74.0
2975,single,0.9,88.9,10.0
2979,field_out,0.0,80.3,36.0
2980,field_out,0.0,67.1,-1.0
2981,field_out,0.0,98.6,-18.0
2984,field_out,0.0,76.6,-46.0
2990,field_out,0.0,92.4,24.0
2992,field_out,0.0,100.6,22.0
3004,field_out,0.0,86.7,32.0
3009,home_run,2.0,104.4,42.0
3016,field_out,0.0,55.7,19.0
3017,field_out,0.0,96.3,-8.0
3020,field_out,0.0,87.3,-25.0
3024,single,0.9,111.3,9.0
3038,field_out,0.0,98.3,29.0
3046,field_out,0.0,91.3,28.0
3066,field_out,0.0,85.1,47.0
3079,field_out,0.0,85.8,0.0
3085,field_out,0.0,106.0,10.0
3090,field_out,0.0,53.1,-13.0
3093,field_out,0.0,89.1,52.0
3108,field_out,0.0,108.1,-14.0
3109,field_out,0.0,88.9,-25.0
3117,field_out,0.0,62.9,-51.0
3137,field_out,0.0,86.1,-15.0
3145,field_out,0.0,88.7,31.0
3162,single,0.9,99.7,14.0
3169,field_out,0.0,62.7,17.0
3172,field_out,0.0,96.7,6.0
3177,field_out,0.0,87.5,57.0
3180,field_out,0.0,100.5,0.0
3182,field_out,0.0,99.7,56.0
3202,double,1.25,71.0,35.0
3208,single,0.9,101.9,-4.0
3212,field_out,0.0,98.0,-9.0
3222,field_out,0.0,61.4,-20.0
3238,field_out,0.0,92.2,23.0
3247,field_out,0.0,88.2,37.0
3257,home_run,2.0,110.3,18.0
3264,field_out,0.0,103.2,-22.0
3279,single,0.9,76.3,56.0
3282,single,0.9,105.8,2.0
3292,field_out,0.0,65.3,18.0
3299,field_out,0.0,103.5,49.0
3300,field_out,0.0,96.2,41.0
3305,field_out,0.0,77.2,-4.0
3314,single,0.9,107.5,7.0
3320,field_out,0.0,92.6,-14.0
3324,field_out,0.0,97.1,-16.0
3326,home_run,2.0,109.1,24.0
3327,field_out,0.0,92.6,41.0
3330,single,0.9,105.3,-9.0
3334,field_out,0.0,84.2,62.0
3341,single,0.9,91.0,-18.0
3346,field_out,0.0,70.9,2.0
3349,single,0.9,88.5,10.0
3357,single,0.9,98.2,1.0
3360,field_out,0.0,87.1,26.0
3363,field_out,0.0,110.1,-18.0
3365,field_out,0.0,76.4,-20.0
3369,field_out,0.0,90.9,32.0
3377,single,0.9,59.4,4.0
3382,field_out,0.0,97.3,17.0
3383,home_run,2.0,105.3,24.0
3389,field_out,0.0,92.2,54.0
3392,single,0.9,102.7,13.0
3394,field_out,0.0,88.2,67.0
3403,field_out,0.0,99.1,55.0
3408,field_out,0.0,90.4,40.0
3419,field_out,0.0,82.7,64.0
3422,field_out,0.0,79.9,70.0
3424,field_out,0.0,97.8,20.0
3430,single,0.9,95.3,18.0
3432,field_out,0.0,97.2,55.0
3433,field_out,0.0,71.3,-21.0
3448,field_out,0.0,98.3,31.0
3449,field_out,0.0,56.7,44.0
3457,single,0.9,103.0,7.0
3460,field_out,0.0,56.3,57.0
3465,field_out,0.0,92.6,26.0
3471,field_out,0.0,90.8,-19.0
3476,field_out,0.0,83.8,47.0
3479,field_out,0.0,103.7,-4.0
3489,field_out,0.0,82.0,53.0
3496,field_out,0.0,101.6,-4.0
3503,field_out,0.0,81.3,25.0
3506,field_out,0.0,99.5,47.0
3517,single,0.9,99.2,-5.0
3546,field_out,0.0,87.7,45.0
3556,field_out,0.0,102.0,20.0
3564,field_out,0.0,82.4,32.0
3575,field_out,0.0,73.3,60.0
3588,field_out,0.0,96.3,25.0
3592,field_out,0.0,95.5,11.0
3596,field_out,0.0,91.8,40.0
3614,single,0.9,100.2,5.0
3629,single,0.9,78.8,18.0
3635,double,1.25,112.1,15.0
3640,field_out,0.0,73.2,28.0
3655,double,1.25,105.9,14.0
3667,field_out,0.0,108.6,18.0
3682,field_out,0.0,89.6,27.0
3685,single,0.9,103.1,7.0
3686,field_out,0.0,78.1,36.0
3688,single,0.9,67.7,31.0
3699,field_out,0.0,98.9,54.0
3700,field_out,0.0,89.7,-19.0
3702,field_out,0.0,83.3,53.0
3707,field_out,0.0,77.7,45.0
3711,field_out,0.0,90.5,51.0
3725,single,0.9,74.7,29.0
3730,field_out,0.0,102.4,-23.0
3731,field_out,0.0,89.9,4.0
3733,field_out,0.0,92.8,-30.0
3737,single,0.9,62.9,24.0
3740,field_out,0.0,88.3,-28.0
3752,field_out,0.0,95.5,24.0
3757,field_out,0.0,74.4,75.0
3760,single,0.9,84.1,18.0
3762,field_out,0.0,93.1,50.0
3768,field_out,0.0,73.3,-58.0
3771,single,0.9,67.6,33.0
3779,field_out,0.0,92.0,34.0
3788,field_out,0.0,35.3,-72.0
3795,field_out,0.0,82.4,75.0
3806,field_out,0.0,97.7,25.0
3809,field_out,0.0,91.0,35.0
3834,single,0.9,102.6,-1.0
3835,single,0.9,71.5,27.0
3839,field_out,0.0,44.5,-61.0
3841,field_out,0.0,68.5,-49.0
3847,field_out,0.0,96.7,72.0
3848,field_out,0.0,100.3,33.0
3853,field_out,0.0,59.0,86.0
3858,single,0.9,92.5,5.0
3865,single,0.9,56.9,22.0
3867,single,0.9,101.5,6.0
3870,single,0.9,73.1,19.0
3874,double,1.25,67.1,37.0
3876,field_out,0.0,76.7,47.0
3880,field_out,0.0,85.6,44.0
3888,field_out,0.0,94.5,31.0
3897,field_out,0.0,70.5,59.0
3901,field_out,0.0,79.0,47.0
3904,field_out,0.0,103.7,-27.0
3915,field_out,0.0,110.6,42.0
3923,single,0.9,44.9,-23.0
3932,field_out,0.0,80.5,53.0
3938,field_out,0.0,90.5,52.0
3954,home_run,2.0,109.7,28.0
3958,field_out,0.0,76.6,-10.0
3963,field_out,0.0,98.8,8.0
3967,single,0.9,94.2,7.0
3970,single,0.9,105.0,4.0
3973,single,0.9,102.8,1.0
3982,field_out,0.0,96.9,-16.0
3987,field_out,0.0,83.5,-22.0
3994,field_out,0.0,78.4,-3.0
3998,field_out,0.0,78.1,-4.0
4000,field_out,0.0,104.2,-9.0
4008,field_out,0.0,82.3,44.0
4011,field_out,0.0,90.4,45.0
4015,home_run,2.0,104.8,30.0
4021,single,0.9,72.8,4.0
4023,field_out,0.0,89.4,27.0
4026,field_out,0.0,84.1,23.0
4033,field_out,0.0,97.0,35.0
4034,field_out,0.0,69.9,-47.0
4041,field_out,0.0,69.7,-44.0
4044,field_out,0.0,96.4,3.0
4056,field_out,0.0,74.6,-9.0
4061,home_run,2.0,113.7,29.0
4065,field_out,0.0,103.2,17.0
4069,double,1.25,102.9,14.0
4077,field_out,0.0,94.0,24.0
4079,field_out,0.0,97.0,31.0
4086,single,0.9,79.8,15.0
4089,field_out,0.0,84.8,62.0
4092,single,0.9,69.3,27.0
4095,double,1.25,100.9,10.0
4102,field_out,0.0,93.9,-11.0
4106,field_out,0.0,86.2,63.0
4122,field_out,0.0,96.0,30.0
4128,single,0.9,82.8,8.0
4131,single,0.9,78.8,18.0
4137,double,1.25,98.5,-2.0
4144,field_out,0.0,93.2,48.0
4162,field_out,0.0,90.3,5.0
4189,field_out,0.0,92.3,41.0
4194,field_out,0.0,93.9,59.0
4211,single,0.9,97.0,12.0
4216,field_out,0.0,77.0,81.0
4222,single,0.9,94.5,16.0
4225,double,1.25,93.1,-21.0
4229,single,0.9,69.7,-42.0
4233,single,0.9,98.7,21.0
4239,field_out,0.0,72.5,-8.0
4250,single,0.9,14.2,-5.0
4266,single,0.9,88.6,-39.0
4272,single,0.9,85.8,16.0
4273,field_out,0.0,96.8,10.0
4286,single,0.9,97.7,4.0
4293,field_out,0.0,85.2,7.0
4295,field_out,0.0,90.6,-25.0
4313,field_out,0.0,82.8,70.0
4323,single,0.9,97.9,8.0
4324,field_out,0.0,67.7,79.0
4327,field_out,0.0,93.4,31.0
4328,field_out,0.0,92.0,-8.0
4336,field_out,0.0,100.9,21.0
4338,field_out,0.0,81.6,-38.0
4346,field_out,0.0,94.4,55.0
4347,field_out,0.0,105.8,-2.0
4356,field_out,0.0,92.2,49.0
4367,field_out,0.0,78.5,-11.0
4373,double,1.25,89.2,-13.0
4376,double,1.25,109.4,4.0
4384,field_out,0.0,85.8,27.0
4394,single,0.9,103.5,2.0
4416,field_out,0.0,81.6,77.0
4417,single,0.9,65.8,34.0
4426,field_out,0.0,105.6,19.0
4428,single,0.9,102.4,10.0
4439,field_out,0.0,89.1,74.0
4444,field_out,0.0,74.7,38.0
4448,double,1.25,100.5,9.0
4457,field_out,0.0,75.5,51.0
4484,field_out,0.0,105.5,19.0
4485,home_run,2.0,99.2,35.0
4488,field_out,0.0,93.4,-14.0
4496,field_out,0.0,102.9,-24.0
4509,field_out,0.0,88.5,76.0
4512,field_out,0.0,78.9,34.0
4513,double,1.25,97.3,20.0
4516,field_out,0.0,67.6,-20.0
4526,field_out,0.0,82.1,-24.0
4530,field_out,0.0,106.2,-6.0
4534,home_run,2.0,105.7,30.0
4535,field_out,0.0,81.6,15.0
4545,single,0.9,76.3,4.0
4546,single,0.9,30.4,40.0
4550,single,0.9,63.2,33.0
4564,single,0.9,98.4,-8.0
4571,field_out,0.0,103.1,-21.0
4581,field_out,0.0,95.1,-31.0
4595,field_out,0.0,95.5,26.0
4596,single,0.9,99.8,13.0
4610,field_out,0.0,85.2,54.0
4614,double,1.25,87.9,25.0
4615,field_out,0.0,71.0,60.0
4620,single,0.9,88.8,17.0
4634,home_run,2.0,97.0,30.0
4635,field_out,0.0,91.3,43.0
4646,field_out,0.0,94.2,46.0
4648,home_run,2.0,98.5,26.0
4654,field_out,0.0,86.4,72.0
4659,home_run,2.0,99.4,25.0
4662,field_out,0.0,82.9,-11.0
4664,field_out,0.0,88.2,2.0
4669,field_out,0.0,92.2,47.0
4671,home_run,2.0,104.9,39.0
4677,single,0.9,103.6,4.0
4683,single,0.9,71.9,8.0
4685,field_out,0.0,89.9,7.0
4689,field_out,0.0,102.4,40.0
4691,field_out,0.0,74.6,48.0
4694,field_out,0.0,84.6,55.0
4707,single,0.9,90.8,21.0
4723,field_out,0.0,86.2,63.0
4729,field_out,0.0,67.6,-37.0
4741,field_out,0.0,91.9,26.0
4745,field_out,0.0,74.5,-13.0
4749,field_out,0.0,52.9,-70.0
4752,field_out,0.0,64.5,-67.0
4754,double,1.25,108.5,15.0
4762,single,0.9,58.9,39.0
4768,double,1.25,76.3,55.0
4773,single,0.9,83.1,12.0
4777,field_out,0.0,95.5,-13.0
4786,field_out,0.0,79.3,-41.0
4809,field_out,0.0,77.0,11.0
4846,field_out,0.0,76.6,-8.0
4849,field_out,0.0,68.4,40.0
4865,field_out,0.0,68.0,22.0
4869,field_out,0.0,52.7,-23.0
4873,field_out,0.0,85.0,-4.0
4881,single,0.9,69.3,24.0
4899,field_out,0.0,72.3,48.0
4933,field_out,0.0,97.3,37.0
4938,field_out,0.0,88.7,41.0
4942,single,0.9,104.6,-7.0
4948,field_out,0.0,68.0,72.0
4954,home_run,2.0,106.5,25.0
4956,field_out,0.0,82.9,31.0
4964,field_out,0.0,72.9,16.0
4966,field_out,0.0,98.2,-7.0
4969,field_out,0.0,90.3,-16.0
4979,single,0.9,71.3,22.0
4986,single,0.9,78.3,-51.0
4988,field_out,0.0,103.2,43.0
4994,field_out,0.0,101.9,14.0
5006,single,0.9,100.3,-14.0
5025,field_out,0.0,91.0,28.0
5030,field_out,0.0,72.5,62.0
5046,field_out,0.0,85.2,-16.0
5049,field_out,0.0,96.2,-11.0
5051,single,0.9,102.3,-3.0
5053,field_out,0.0,94.4,-7.0
5064,field_out,0.0,56.3,-68.0
5066,field_out,0.0,67.4,-41.0
5067,home_run,2.0,105.2,32.0
5073,single,0.9,77.8,14.0
5077,field_out,0.0,103.2,18.0
5089,field_out,0.0,89.3,51.0
5090,single,0.9,96.9,2.0
5094,single,0.9,42.6,-6.0
5107,field_out,0.0,74.5,56.0
5110,field_out,0.0,83.5,44.0
5118,field_out,0.0,100.1,18.0
5122,field_out,0.0,77.6,69.0
5128,field_out,0.0,96.3,45.0
5129,single,0.9,108.0,-8.0
5134,field_out,0.0,90.3,-32.0
5136,field_out,0.0,101.4,-3.0
5144,field_out,0.0,93.9,21.0
5164,field_out,0.0,102.2,38.0
5177,field_out,0.0,87.8,72.0
5182,field_out,0.0,55.6,-79.0
5188,double,1.25,100.6,17.0
5193,field_out,0.0,100.2,28.0
5214,field_out,0.0,106.3,-7.0
5215,field_out,0.0,78.0,79.0
5220,double,1.25,104.3,10.0
5227,single,0.9,73.8,43.0
5242,field_out,0.0,100.2,36.0
5245,field_out,0.0,60.8,69.0
5250,single,0.9,94.1,10.0
5256,home_run,2.0,109.8,25.0
5257,field_out,0.0,97.2,1.0
5258,field_out,0.0,96.2,55.0
5265,field_out,0.0,102.7,41.0
5278,single,0.9,68.9,44.0
5293,field_out,0.0,80.1,79.0
5309,field_out,0.0,98.9,9.0
5314,single,0.9,92.8,0.0
5321,field_out,0.0,53.1,55.0
5323,field_out,0.0,24.3,-58.0
5324,single,0.9,104.3,18.0
5326,single,0.9,90.2,-5.0
5328,field_out,0.0,85.1,70.0
5341,field_out,0.0,87.9,36.0
5353,single,0.9,90.8,15.0
5360,field_out,0.0,79.0,63.0
5372,double,1.25,113.2,14.0
5375,field_out,0.0,78.9,61.0
5395,single,0.9,93.0,4.0
5403,field_out,0.0,69.6,-31.0
5413,field_out,0.0,98.6,-13.0
5415,field_out,0.0,86.8,-51.0
5423,field_out,0.0,67.3,-31.0
5424,double,1.25,101.2,30.0
5429,field_out,0.0,102.1,-1.0
5430,field_out,0.0,58.9,72.0
5438,single,0.9,74.6,17.0
5439,double,1.25,105.9,31.0
5454,single,0.9,104.9,16.0
5456,field_out,0.0,98.5,20.0
5470,single,0.9,98.8,5.0
5482,field_out,0.0,92.4,8.0
5485,single,0.9,104.9,-23.0
5498,double,1.25,94.6,17.0
5502,field_out,0.0,97.1,-5.0
5505,field_out,0.0,86.4,50.0
5511,field_out,0.0,99.2,71.0
5512,field_out,0.0,83.5,7.0
5517,field_out,0.0,102.1,41.0
5524,field_out,0.0,95.5,41.0
5541,field_out,0.0,77.8,81.0
5552,field_out,0.0,65.2,-58.0
5558,double,1.25,107.5,15.0
5562,field_out,0.0,98.0,29.0
5566,field_out,0.0,89.3,59.0
5574,field_out,0.0,78.4,66.0
5576,single,0.9,95.7,15.0
5577,home_run,2.0,108.4,36.0
5578,single,0.9,104.2,5.0
5579,home_run,2.0,107.3,27.0
5580,double,1.25,100.7,15.0
5601,field_out,0.0,91.7,75.0
5603,field_out,0.0,93.9,32.0
5610,field_out,0.0,100.3,3.0
5611,field_out,0.0,73.5,-20.0
5616,field_out,0.0,84.7,50.0
5647,field_out,0.0,72.9,15.0
5650,field_out,0.0,60.1,-60.0
5664,field_out,0.0,81.7,58.0
5666,single,0.9,99.8,-14.0
5672,double,1.25,115.8,14.0
5689,single,0.9,106.2,10.0
5697,field_out,0.0,91.7,-46.0
5698,field_out,0.0,98.6,32.0
5706,field_out,0.0,96.4,25.0
5716,field_out,0.0,71.8,-2.0
5718,field_out,0.0,86.9,-20.0
5725,double,1.25,96.9,-9.0
5735,field_out,0.0,93.8,26.0
5747,field_out,0.0,88.5,21.0
5766,field_out,0.0,70.3,11.0
5771,field_out,0.0,83.9,70.0
5773,home_run,2.0,103.6,27.0
5775,single,0.9,71.3,40.0
5779,field_out,0.0,90.3,84.0
5787,field_out,0.0,70.7,-5.0
5797,double,1.25,101.6,18.0
5807,field_out,0.0,91.1,-5.0
5814,field_out,0.0,80.0,43.0
5817,field_out,0.0,90.3,-10.0
5819,field_out,0.0,78.3,34.0
5832,field_out,0.0,90.1,25.0
5835,field_out,0.0,90.8,16.0
5838,field_out,0.0,92.8,55.0
5842,double,1.25,109.2,12.0
5844,field_out,0.0,107.2,13.0
5848,single,0.9,90.7,15.0
5855,double,1.25,102.4,4.0
5865,field_out,0.0,96.5,-19.0
5884,field_out,0.0,100.9,-4.0
5885,double,1.25,92.6,32.0
5890,field_out,0.0,95.3,-14.0
5891,field_out,0.0,78.3,75.0
5893,field_out,0.0,94.3,25.0
5894,home_run,2.0,107.3,43.0
5896,field_out,0.0,80.7,56.0
5903,field_out,0.0,75.3,-41.0
5913,field_out,0.0,106.6,-7.0
5916,field_out,0.0,55.7,-55.0
5926,field_out,0.0,56.2,-11.0
5927,field_out,0.0,95.6,40.0
5940,field_out,0.0,74.8,-26.0
5942,field_out,0.0,95.9,26.0
5948,double,1.25,104.8,23.0
5956,field_out,0.0,91.6,58.0
5968,field_out,0.0,97.6,35.0
5977,single,0.9,95.2,12.0
5981,field_out,0.0,78.8,70.0
5983,field_out,0.0,94.0,54.0
5987,field_out,0.0,63.3,68.0
6004,home_run,2.0,105.7,33.0
6007,field_out,0.0,82.0,-29.0
6012,field_out,0.0,99.8,19.0
6017,field_out,0.0,85.4,-1.0
6019,double,1.25,101.5,14.0
6022,single,0.9,78.1,15.0
6026,field_out,0.0,100.6,50.0
6053,single,0.9,97.9,27.0
6058,single,0.9,98.0,6.0
6064,field_out,0.0,99.4,21.0
6068,single,0.9,93.0,-17.0
6076,single,0.9,72.2,27.0
6077,field_out,0.0,102.6,46.0
6080,field_out,0.0,102.9,2.0
6089,field_out,0.0,108.8,1.0
6090,field_out,0.0,100.1,12.0
6096,field_out,0.0,93.7,3.0
6108,single,0.9,96.2,16.0
6115,field_out,0.0,104.5,38.0
6117,field_out,0.0,80.2,-30.0
6126,field_out,0.0,72.3,88.0
6141,home_run,2.0,107.0,29.0
6142,field_out,0.0,88.7,59.0
6144,field_out,0.0,98.6,23.0
6145,field_out,0.0,98.9,-15.0
6156,double,1.25,84.1,7.0
6160,single,0.9,102.7,1.0
6161,single,0.9,77.8,-41.0
6182,single,0.9,74.8,39.0
6185,home_run,2.0,99.8,36.0
6202,single,0.9,93.7,13.0
6206,single,0.9,94.0,6.0
6209,field_out,0.0,87.8,49.0
6210,field_out,0.0,78.2,68.0
6211,home_run,2.0,105.9,38.0
6216,field_out,0.0,99.6,6.0
6235,home_run,2.0,106.4,22.0
6239,field_out,0.0,104.8,37.0
6242,field_out,0.0,92.0,-13.0
6251,field_out,0.0,95.3,56.0
6255,field_out,0.0,85.3,-11.0
6257,field_out,0.0,78.6,50.0
6267,field_out,0.0,78.9,46.0
6278,field_out,0.0,70.3,57.0
6282,single,0.9,107.7,17.0
6284,field_out,0.0,87.6,-17.0
6286,field_out,0.0,83.7,-17.0
6289,field_out,0.0,106.4,40.0
6292,field_out,0.0,84.2,75.0
6297,field_out,0.0,96.4,47.0
6300,field_out,0.0,62.6,-28.0
6308,field_out,0.0,100.1,30.0
6309,field_out,0.0,86.0,-6.0
6310,single,0.9,98.8,-1.0
6316,single,0.9,55.1,-70.0
6319,single,0.9,101.3,-3.0
6330,field_out,0.0,103.4,13.0
6338,field_out,0.0,74.7,47.0
6352,field_out,0.0,101.1,-5.0
6356,field_out,0.0,102.0,30.0
6361,field_out,0.0,84.7,60.0
6374,field_out,0.0,91.2,30.0
6381,field_out,0.0,60.6,-37.0
6390,field_out,0.0,90.9,38.0
6392,single,0.9,105.8,5.0
6395,field_out,0.0,103.2,24.0
6396,field_out,0.0,103.9,36.0
6402,single,0.9,99.4,-18.0
6404,field_out,0.0,98.8,25.0
6408,field_out,0.0,102.5,46.0
6409,field_out,0.0,93.0,39.0
6414,field_out,0.0,75.5,62.0
6423,field_out,0.0,88.4,49.0
6430,field_out,0.0,80.3,-15.0
6432,field_out,0.0,103.9,-34.0
6435,field_out,0.0,102.6,5.0
6438,field_out,0.0,79.7,-21.0
6446,field_out,0.0,65.1,-7.0
6449,field_out,0.0,95.2,22.0
6450,double,1.25,99.3,14.0
6460,field_out,0.0,96.8,-17.0
6464,field_out,0.0,85.5,3.0
6468,field_out,0.0,79.0,6.0
6471,home_run,2.0,116.7,22.0
6473,single,0.9,102.8,11.0
6489,field_out,0.0,96.9,-4.0
6491,field_out,0.0,84.8,-40.0
6492,field_out,0.0,100.2,27.0
6498,field_out,0.0,74.5,10.0
6507,single,0.9,98.5,11.0
6514,home_run,2.0,100.7,29.0
6518,single,0.9,113.7,20.0
6521,field_out,0.0,85.2,7.0
6528,single,0.9,104.5,-5.0
6529,field_out,0.0,97.0,-4.0
6533,field_out,0.0,77.7,-44.0
6546,single,0.9,61.3,13.0
6552,field_out,0.0,84.2,26.0
6557,field_out,0.0,91.9,65.0
6562,home_run,2.0,99.2,25.0
6569,field_out,0.0,63.7,-39.0
6575,field_out,0.0,103.7,12.0
6581,single,0.9,50.4,-76.0
6586,field_out,0.0,101.0,21.0
6598,field_out,0.0,61.0,46.0
6604,field_out,0.0,94.9,-19.0
6607,field_out,0.0,53.8,42.0
6615,field_out,0.0,91.0,-2.0
6625,single,0.9,108.7,5.0
6640,field_out,0.0,88.3,-5.0
